,targetname,datetime_jd,datetime_str,x,y,z,vx,vy,vz,lighttime,range,range_rate
108,Earth (399),2460917.892885417,A.D. 2025-Aug-30 09:25:45.3000,0.9288310324041854,-0.3957826338426572,2.136675091899352e-05,0.006459893491092951,0.01576620753434321,-7.579813840209856e-07,0.005831188753258848,1.009639034737165,-0.0002375518487727608
109,Earth (399),2460920.830718634,A.D. 2025-Sep-02 07:56:14.0900,0.9466459399255919,-0.3489980236472149,1.852822029119088e-05,0.0056656725134953,0.01607690255990094,-1.178922824650197e-06,0.005827089163618176,1.008929212794715,-0.0002452316343224109
110,Earth (399),2460920.827060417,A.D. 2025-Sep-02 07:50:58.0200,0.9466252118381753,-0.3490568357925239,1.853253208401062e-05,0.00566667001807919,0.01607654036248834,-1.178396120286379e-06,0.005827094344814064,1.008930109890974,-0.0002452237499435181
111,Earth (399),2460920.823323843,A.D. 2025-Sep-02 07:45:35.1800,0.9466040360023867,-0.3491169062851682,1.853693424317561e-05,0.005667688867869436,0.0160761703438254,-1.177858063318995e-06,0.005827099636815552,1.008931026172628,-0.0002452156922868117
112,Earth (399),2460920.837954167,A.D. 2025-Sep-02 08:06:39.2400,0.9466869269448374,-0.3488816961065322,1.851968638860992e-05,0.005663699505607737,0.01607761876422567,-1.179964381469616e-06,0.005827078915320025,1.008927438356896,-0.0002452472161625565
113,Earth (399),2460920.834338194,A.D. 2025-Sep-02 08:01:26.8200,0.9466664453820284,-0.3489398316823247,1.852395216606863e-05,0.005664685530139499,0.01607726086958998,-1.179443895218644e-06,0.005827084037009525,1.008928325149944,-0.0002452394311900926
114,Earth (399),2460920.863708102,A.D. 2025-Sep-02 08:43:44.3800,0.9468326990581449,-0.3484676013470391,1.848924994499548e-05,0.005656676206762393,0.01608016605615142,-1.18366943946805e-06,0.005827042432561655,1.0089211215631,-0.0002453025423871263
115,Earth (399),2460920.86005,A.D. 2025-Sep-02 08:38:28.3200,0.9468120045356769,-0.3485264235708289,1.849357896620828e-05,0.005657673859951186,0.01607980442247182,-1.183143385616885e-06,0.005827047615092131,1.008922018890436,-0.0002452946966959294
116,Earth (399),2460920.856434606,A.D. 2025-Sep-02 08:33:15.9500,0.9467915480359039,-0.3485845577453353,1.849785555518107e-05,0.005658659845929395,0.01607944695069918,-1.182623403167223e-06,0.005827052736953661,1.008922905713268,-0.0002452869384147776
117,Earth (399),2460920.87459375,A.D. 2025-Sep-02 08:59:24.9000,0.9468942594859863,-0.3482925524614495,1.847635641743162e-05,0.005653707308197589,0.01608124183045941,-1.185234425507258e-06,0.005827027009593613,1.008918451158963,-0.0002453258640961155
118,Earth (399),2460920.870936111,A.D. 2025-Sep-02 08:54:08.8800,0.9468735784418594,-0.3483513711760195,1.848069061542732e-05,0.005654704894486991,0.01608088042473665,-1.184708652874292e-06,0.005827032191961007,1.008919348458062,-0.0002453180320820752
119,Earth (399),2460920.867321181,A.D. 2025-Sep-02 08:48:56.5500,0.9468531352943316,-0.3484095017963435,1.848497231556617e-05,0.005655690812891024,0.01608052317881332,-1.184188948251099e-06,0.005827037313654007,1.008920235251715,-0.0002453102873307335
120,Earth (399),2460857.846703357,A.D. 2025-Jul-01 08:19:15.1700,0.1662764001778804,-1.00293923367603,5.886332023052134e-05,0.01669507061569667,0.002755755510687868,3.571051286340877e-07,0.005871560640170133,1.016629210266785,1.194235174786396e-05
121,Earth (399),2460857.855384375,A.D. 2025-Jul-01 08:31:45.2100,0.1664213285717344,-1.002915300261517,5.88664194284475e-05,0.01669465048042511,0.002758209100358579,3.569116041833903e-07,0.005871561237815729,1.016629313745912,1.189797084294092e-05
122,Earth (399),2460857.861900926,A.D. 2025-Jul-01 08:41:08.2400,0.1665301190835245,-1.002897320250423,5.886874478371518e-05,0.01669433486587588,0.002760050872653342,3.567648677298685e-07,0.005871561684986493,1.01662939117113,1.186466809116217e-05
